	Smiles	Standard Type	Standard Value	pChEMBL Value
2853	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(I)cc3)cc12	Ki	0.3	9.52
2854	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc12	Ki	11.0	7.96
2855	Nc1ccc(CC2=CCc3ccccc32)cc1	Ki	11800.0	4.93
2856	CC(C)c1ccc(S(=O)(=O)n2cc(CN3CCN(C)CC3)c3cc(Br)ccc32)cc1	Ki	27.6	7.56
2858	CCCc1c(CCN(C)C)c2cc(OC)ccc2n1S(=O)(=O)c1ccccc1	Ki	2.3	8.64
2861	O=C1Nc2ccccc2C12CCN(CCN1CCN(c3ccc(F)cc3)CC1)C2	Ki	4744.0	5.32
2862	OC(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1	Ki	430.0	6.37
2863	CN1CCN(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccc(Br)cc23)CC1	Ki	7.8	8.11
2864	CCN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(Br)cc23)CC1	Ki	10.6	7.97
2865	CCn1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21	Ki	1.9	8.72
2866	CC(C)n1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21	Ki	2.9	8.54
2870	COc1ccc(S(=O)(=O)c2n[nH]c3ccc(N4CCN(C)CC4)cc23)cc1	Ki	12.0	7.92
2871	O=S(=O)(c1cccc2ccccc12)c1n[nH]c2cc(N3CCNCC3)ccc12	Ki	22.0	7.66
2873	[C-]#[N+]c1ccc(S(=O)(=O)c2ccc3oc4c(c3c2)CNCC4)cc1	Ki	1320.0	5.88
2874	O=S(=O)(c1ccccc1)c1ccc2oc3c(c2c1)CNCCC3	Ki	571.0	6.24
2877	Cn1c2c(c3cc(S(=O)(=O)c4cccc(C(F)(F)F)c4)cc(O)c31)C1CCC(C2)N1	Ki	1.8	8.74
2878	COc1cc(S(=O)(=O)c2cncc3ccccc23)cc2c3c(n(C)c12)CC1CCC3N1	Ki	3.7	8.43
2880	Cc1cc(S(=O)(=O)c2ccc(N)cc2)cc2c3c(n(C)c12)CC1CCC3N1	Ki	4.9	8.31
2881	Cc1cc(S(=O)(=O)n2ccc3ccccc32)cc2c3c(n(C)c12)CC1CCC3N1	Ki	1.6	8.8
2883	C[C@@H]1C[C@@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	Ki	61.0	7.21
2885	CC(N)Cc1c[nH]c2ccccc12	Ki	909.0	6.04
2886	CN1CCN(c2nc(N)nc(-c3ccc(Cl)cc3)n2)CC1	Ki	2707.0	5.57
2887	O=S(=O)(c1cccc(C2CCOC2)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	2.0	8.7
2888	O=S(=O)(c1ccccc1)c1cc(Cn2cccn2)c2oc3c(c2c1)CNCC3	Ki	124.0	6.91
2889	CC(O)c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1	Ki	3.0	8.52
2890	O=S(=O)(c1ccc(F)cc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	3.0	8.52
2891	CC(O)c1ccccc1S(=O)(=O)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	20.0	7.7
2892	CC(O)COc1cc(S(=O)(=O)c2ccccc2)cc2c3c(oc12)CCNC3	Ki	7.7	8.11
2897	O=S(=O)(c1ccc(C(F)(F)F)cc1)n1cc(C2=CCNCC2)c2ccccc21	Ki	20.0	7.7
2901	Cc1cnc2c(S(=O)(=O)N3CC(C(=O)N(C)C4CCN(C)CC4)c4ccccc43)cccc2c1	Ki	316.23	6.5
2903	Cl.O=S(=O)(c1cccc(Cl)c1)c1ccc2c(c1)O[C@H]1CNCC[C@@H]21	Ki	11.0	7.96
2904	Cc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl	Ki	37.0	7.43
2907	COc1ccc2c(c1)c(CN1CCCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br	Ki	5.7	8.24
2908	COc1cc2c3c(c1OC)-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2	Ki	86.0	7.07
2909	C=CCOc1c(OC)cc2c3c1-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2	Ki	590.0	6.23
2910	COc1cc2c3c(c1OC)-c1cc(NC(N)=O)ccc1CC3N(C)CC2	Ki	415.0	6.38
2914	O=C(CCOCCN1CCN(c2cccnc2-c2ccccc2)CC1)NCc1ccc(C(F)(F)F)cc1	Ki	2215.0	5.66
2915	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(OCCN4CCOCC4)cc3)CC2)cc1	Ki	1706.0	5.77
2916	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(OCCCN4CCOCC4)cc3)CC2)cc1	Ki	1623.0	5.79
2917	COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccc(C#N)cc3)CC2)cc1	Ki	745.0	6.13
2918	CN(C)Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccccc3-c3ccccc3)CC2)cc1	Ki	1506.0	5.82
2919	N#Cc1ccc(CNC(=O)CCOCCN2CCN(c3ncccc3-c3ccc(F)cc3)CC2)cc1	Ki	1621.0	5.79
2921	O=S(=O)(c1ccccc1)n1ccc2cc(CN3CCNCC3)ccc21	Ki	2.52	8.6
2922	CN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccc(Cl)cc3)c2)CC1	Ki	3.02	8.52
2925	CCN/C(=N\S(=O)(=O)c1cccc2ccccc12)N1CC(CC)C=N1	Ki	5.6	8.25
2927	CN1CCN(c2ccc3c(c2)CCN3S(=O)(=O)c2ccccc2)CC1	Ki	440.0	6.36
2928	CN1CCN(c2cccc3c2CCN3S(=O)(=O)c2ccccc2)CC1	Ki	8.2	8.09
2929	O=S(=O)(c1ccccc1)N1CCc2ccc(N3CCNCC3)cc21	Ki	12.0	7.92
2931	CCc1nc2c(N3CCNCC3)ccnc2n1Cc1ccccc1	Ki	36.0	7.44
2932	Cc1cccc(Cn2c(CC(C)(C)C)nc3c(N4CCNCC4)ccnc32)c1	Ki	142.0	6.85
2933	Cc1cccc(Cn2c(C)nc3c(N4CCNCC4)ccnc32)c1	Ki	26.0	7.58
2934	CCc1nc2c(N3CCNCC3)ccnc2n1Cc1ccc(F)c(F)c1	Ki	139.0	6.86
2935	CCC(CC)c1nc2c(N3CCNCC3)ccnc2n1Cc1ccccc1Cl	Ki	108.0	6.97
2936	O=S(=O)(c1cnc2ccccc2c1)n1cc(C2=CCNCC2)c2ccccc21	Ki	13.0	7.89
2937	CC(C)Oc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	Ki	31.62	7.5
2938	CC(C)c1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	Ki	12.59	7.9
2939	CN1CCN(Cc2cccc3c2c(Cl)cn3S(=O)(=O)c2ccccc2Br)CC1	Ki	90.71	7.04
2940	CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccc(F)cc2)CC1	Ki	9.89	8.01
2942	Nc1ccc(Cn2c3c(c4ccccc42)CCCC3)cc1	Ki	6000.0	5.22
2943	CN(C)CC1CCCc2c1c1ccccc1n2S(=O)(=O)c1ccccc1	Ki	1.5	8.82
2946	Clc1ccc(-c2noc3c2CCNCC3)cc1	Ki	360.0	6.44
2947	O=S(=O)(c1ccc(Br)cc1)c1cn(C2CCNC2)c2ncccc12	Ki	4.3	8.37
2950	COc1ccc(S(=O)(=O)N2CCCc3cc(Br)ccc32)cc1N1CCNCC1	Ki	3.162	8.5
2954	O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@@H]1CCN1CCC(Oc2ccc(Cl)cc2)CC1	Ki	851.14	6.07
2965	CO[C@H]1c2cccc3c2c(cn3S(=O)(=O)c2ccc(C)cc2)C[C@@H]1N(C)C	Ki	130.0	6.89
2967	Cc1cc(C)n2nc(NCCCN(C)C)c(S(=O)(=O)c3ccccc3)c2n1	Ki	764.0	6.12
2968	CN(C)CCC1=C/C(=C\c2ccccc2)c2ccccc21	Ki	57.0	7.24
2969	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3Cl)cc12	Ki	1.0	9.0
2970	Cc1cc2cc(NS(=O)(=O)c3c(Cl)nc4sccn34)ccc2n1CCN(C)C	Ki	74.6	7.13
2973	Nc1ccccc1S(=O)(=O)c1ccccc1	Ki	491.0	6.31
2974	Nc1ccc(S(=O)(=O)c2ccc(N)c(N)c2)cc1	Ki	564.0	6.25
2975	COc1ccccc1S(=O)(=O)c1ccccc1	Ki	866.0	6.06
2976	O=S(=O)(c1ccccc1)c1ccccc1	Ki	1598.0	5.8
2978	CN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccsc4)cc13)C2	Ki	8.2	8.09
2979	CCn1cc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c2ccccc21	Ki	0.72	9.14
2980	Cn1c2c(c3cc(S(=O)(=O)c4cccc(OCc5ccccc5)c4)ccc31)C1CCC(C2)N1	Ki	1.9	8.72
2981	COCCN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccc5[nH]ccc5c4)cc13)C2	Ki	1.4	8.85
2982	COc1cc(S(=O)(=O)c2cccc(OCc3ccccc3)c2)cc2c3c(n(C)c12)CC1CCC3N1	Ki	1.4	8.85
2983	CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)[C@]2(O)O[C@@](C)(NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)C(=O)N12	Ki	50.12	7.3
2986	OC(c1ccccc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	143.0	6.84
2987	O=S(=O)(c1cc(Cl)c2oc3c(c2c1)CNCC3)c1ccccc1OC(F)(F)F	Ki	3.3	8.48
2988	O=S(=O)(c1ccc(C(O)C(F)(F)F)cc1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	7.6	8.12
2989	CC(C)(O)CN1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1	Ki	1.2	8.92
2990	O=S(=O)(c1cccc(F)c1)c1ccc2oc3c(c2c1)CNCC3	Ki	16.0	7.8
2991	O=S(=O)(c1cccc(F)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	Ki	0.39	9.41
2994	COc1ccc(NS(=O)(=O)c2cccc(I)c2)cc1N1CCNCC1	Ki	0.7943	9.1
2996	NCCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12	Ki	0.1995	9.7
2997	COc1ccc(OC)c(S(=O)(=O)n2c3c(c4cc(OC)ccc42)C(CN(C)C)CCC3)c1	Ki	0.3	9.52
2999	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2C(F)(F)F)CC1	Ki	1272.0	5.9
3001	Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12	Ki	8100.0	5.09
3002	COc1cc(S(=O)(=O)c2ccc([C@@H](C)O)cc2)cc2c3c(oc12)CCNC3	Ki	1.9	8.72
3004	Cl.NCCC(=O)Nc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1	Ki	1.5	8.82
3006	Cc1cccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)c1	Ki	207.0	6.68
3007	NCCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21	Ki	4.7	8.33
3008	CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)c(Cl)c4)cc3)cc2CC1	Ki	7.943	8.1
3009	O=S(=O)(c1cccc(F)c1)c1cn(CCN2CCCC2)c2ncccc12	Ki	88.0	7.06
3010	Cc1ccccc1OCCNc1cc(N2CCNCC2)ccc1[N+](=O)[O-]	Ki	163.0	6.79
3011	Cc1ccccc1OCCNc1cc(N2CCN(C)CC2)ccc1[N+](=O)[O-]	Ki	26.0	7.58
3012	CN1CCN(c2ccc([N+](=O)[O-])c(Oc3ccccc3)c2)CC1	Ki	27.0	7.57
3013	COC(=O)c1ccc(N2CCN(C)CC2)cc1NCCc1ccccc1	Ki	462.0	6.33
3015	CN1CCN(c2ccc(OCc3ccccc3)c(NCc3ccccc3)c2)CC1	Ki	928.0	6.03
3016	NCCNc1ccc([N+](=O)[O-])c(NCc2ccccc2)c1	Ki	1490.0	5.83
3018	CSc1nn2ccc(C)nc2c1S(=O)(=O)c1ccc(F)c(Cl)c1	Ki	7.943	8.1
3019	CNc1nn2c(C)ccnc2c1S(=O)(=O)c1ccccc1	Ki	0.2399	9.62
3020	CSc1nn2cccnc2c1S(=O)(=O)c1ccc(F)cc1	Ki	131.83	6.88
3021	CNc1nn2c(COC)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	7.586	8.12
3022	Cl.O=S(=O)(c1cccc2ccccc12)c1n[nH]c2ccc(NC3CCNCC3)cc12	Ki	0.7	9.15
3023	CN(C)CCC(=O)Nc1cccc2c(S(=O)(=O)c3cccc4ccccc34)n[nH]c12.Cl	Ki	4.8	8.32
3024	Cl.NCCNCc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1	Ki	12.0	7.92
3025	CSc1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1	Ki	282.0	6.55
3026	O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2cccc3sccc23)CC1	Ki	116.0	6.94
3027	CN[C@@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO	Ki	125.89	6.9
3028	CN(C)[C@H]1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2[C@H]1CCO	Ki	39.81	7.4
3034	Cc1cccc(OCCOCCN2CCN(CCc3ccccc3)CC2)c1C.Cl.Cl	Ki	200.0	6.7
3035	COc1ccc(S(=O)(=O)n2cc3c4c(cccc42)N2CCNCC2C3)cc1	Ki	168.0	6.78
3037	CC1(C)C(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)N1CCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1.Cl	Ki	314.0	6.5
3042	CN1C=C(S(=O)(=O)n2cc(CCN)c3ccccc32)SC1N	Ki	10.0	8.0
3043	CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O	Ki	19.0	7.72
3044	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	Ki	33.0	7.48
3053	COc1ccc2c(c1)[nH]c1c(C)nccc12	Ki	1480.0	5.83
3054	COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1CN(C)C	Ki	5.0	8.3
3055	Nc1ccc(S(=O)(=O)n2c3c(c4ccccc42)CCCC3)cc1	Ki	31.62	7.5
3058	Nc1ccc(S(=O)(=O)Nc2cccc3[nH]ccc23)cc1	Ki	63.1	7.2
3059	Cc1c(S(=O)(=O)Nc2cccc3c2ccn3CCN)sc2ccc(Cl)cc12	Ki	63.1	7.2
3060	CON1CCN(c2ccc(S(=O)(=O)c3cccc4ccccc34)cc2)CC1	Ki	0.1259	9.9
3062	O=C(O)C(=O)O.O=S(=O)(c1ccccc1)n1cc(C[C@H]2CCCN2)c2ccccc21	Ki	7.8	8.11
3063	CN1CCC[C@@H]1Cn1ccc2ccccc21.Cl	Ki	550.0	6.26
3064	Cc1cc(Cl)n(CS(=O)(=O)n2cc(C3=CCCNC3)c3ccccc32)n1	Ki	8.0	8.1
3065	Cc1c(S(=O)(=O)n2cc(C[C@H]3CCCN3)c3ccccc32)sc2ccc(Cl)cc12	Ki	283.7	6.55
3070	CCN/C(=N\S(=O)(=O)c1ccc(N)cc1)N1CC2(C=N1)CCCC2	Ki	10.0	8.0
3071	CCN/C(=N\S(=O)(=O)c1ccc(N(C)C)cc1)N1CC(CC)C=N1	Ki	205.9	6.69
3074	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccn2)CC1	Ki	2352.0	5.63
3075	CN1CCN(c2nc(N)nc(Cc3c[nH]c4ccccc34)n2)CC1	Ki	22.0	7.66
3076	Cc1cccc(Cc2nc(N)nc(N3CCN(C)CC3)n2)c1	Ki	30.0	7.52
3077	O=S(=O)(c1ccccc1)N1CCc2ccc(C3CCNCC3)cc21	Ki	2.7	8.57
3078	CN1CCN(c2cccc3c2CN(S(=O)(=O)c2ccccc2)C3)CC1	Ki	2.6	8.59
3079	O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccccc23)CC1	Ki	29.0	7.54
3080	O=S(=O)(c1ccccc1)n1ccc2cc3c(cc21)CCNCC3	Ki	1.585	8.8
3082	CN1CCc2c(c3cc(S(=O)(=O)c4ccccc4)ccc3n2C)C1.Cl	Ki	5.7	8.24
3083	COc1c(OCCF)cccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1	Ki	3890.0	5.41
3086	O=C(N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1)c1ccc(Cl)c(Cl)c1	Ki	4100.0	5.39
3087	CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc12	Ki	9.0	8.05
3088	O=S(=O)(c1ccccc1Cl)n1c2c(c3ccccc31)CCNCC2	Ki	19.0	7.72
3089	COc1ccc(S(=O)(=O)Nc2cc(I)ccc2C)cc1N1CCNCC1	Ki	0.7943	9.1
3090	CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2	Ki	7.943	8.1
3091	Cn1c2c(c3cc(S(=O)(=O)c4ccc(F)cc4)ccc31)C1CCC(C2)N1	Ki	60.0	7.22
3093	CCC(CC)c1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(C)c1	Ki	42.0	7.38
3094	CN(C(N)=O)[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21	Ki	0.2	9.7
3100	CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CNC3)cc1	Ki	50.12	7.3
3105	CC(C)c1nc2c(N3CCNCC3)ccnc2n1CCc1cccc(Cl)c1	Ki	80.0	7.1
3107	CSc1nn2cccnc2c1S(=O)(=O)c1ccc(F)c(Cl)c1	Ki	44.67	7.35
3113	CC(C)(C)c1cc(N2CCNCC2)c2c(c1)N(S(=O)(=O)c1ccccc1F)CCO2	Ki	7.943	8.1
3114	Nc1cccc2c1OCCN2S(=O)(=O)c1ccccc1F	Ki	630.96	6.2
3115	CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21	Ki	2.3	8.64
3117	COc1cccc(S(=O)(=O)c2cccc3oc(N4CCNCC4)nc23)c1	Ki	25.0	7.6
3118	CCCN1CCN(c2nc3c(S(=O)(=O)c4cccc5ccccc45)cccc3o2)CC1	Ki	36.0	7.44
3119	CC(C)CN1CCN(c2nc3c(S(=O)(=O)c4cccc5ccccc45)cccc3o2)CC1	Ki	176.0	6.75
3120	O=S(=O)(c1cccc2ccccc12)c1cccc2oc(N3CCN(C4CCCC4)CC3)nc12	Ki	79.0	7.1
3122	[3H]C([3H])([3H])Oc1cc(I)c(OC)cc1CCNCc1ccccc1OC([3H])([3H])[3H]	Ki	73.0	7.14
3124	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2)CC1	Ki	971.0	6.01
3125	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc3cccnc23)CC1	Ki	1716.0	5.76
3126	OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccccc2)c2ccccc2)CC1	Ki	1695.0	5.77
3127	O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ncccn2)CC1	Ki	5253.0	5.28
3131	CCN1CCc2c(n(S(=O)(=O)c3cccc(OC)c3)c3ccccc23)CC1	Ki	50.0	7.3
3132	COc1cccc(S(=O)(=O)n2c3c(c4ccccc42)CCNCC3)c1	Ki	12.0	7.92
3133	CCN/C(=N\S(=O)(=O)c1ccc2cc[nH]c2c1)N1CC(CC)C=N1	Ki	31.6	7.5
3134	CCn1cncc1-c1c[nH]c2ccc(I)cc12	Ki	1660.0	5.78
3135	CCn1cncc1-c1c[nH]c2ccc(C(F)(F)F)cc12	Ki	1380.0	5.86
3137	CNc1ccc2c3c(n(S(=O)(=O)c4ccc(N)cc4)c2c1)CCCC3	Ki	205.0	6.69
3138	C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12	Ki	69.18	7.16
3139	Cn1c2c(c3cc(S(=O)(=O)n4ccc5ccncc54)ccc31)C1CCC(C2)N1	Ki	15.0	7.82
3140	Cn1c2c(c3cc(S(=O)(=O)c4ccc(CN)cc4)ccc31)C1CCC(C2)N1	Ki	15.0	7.82
3142	COc1cccc(S(=O)(=O)c2ccc3c(c2)c2c(n3C)CC3CCC2N3)c1	Ki	17.0	7.77
3143	Cn1c2c(c3cc(S(=O)(=O)c4cccnc4)ccc31)C1CCC(C2)N1	Ki	156.0	6.81
3145	Cn1c2c(c3cc(S(=O)(=O)c4cccc5[nH]ccc45)ccc31)C1CCC(C2)N1	Ki	1.2	8.92
3146	Cn1c2c(c3cc(S(=O)(=O)c4cn(-c5ccccc5)c5ccccc45)ccc31)C1CCC(C2)N1	Ki	9.3	8.03
3147	Cn1c2c(c3cc(S(=O)(=O)c4ccc(C#N)cc4)ccc31)C1CCC(C2)N1	Ki	747.0	6.13
3149	C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1	Ki	54.0	7.27
3153	CNCCc1cn(S(=O)(=O)c2ccccc2)c2ccc(OC)cc12	Ki	23.0	7.64
3156	CC(C)CS(=O)(=O)n1ccc2c(-c3cccnc3)cc(N3CCN(C)CC3)nc21	Ki	36.0	7.44
3157	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc4[nH]ccc4c3)cc(N3CCN(C)CC3)nc21	Ki	5.0	8.3
3158	CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(OCc4ccccc4)cc3)cc(N3CCN(C)CC3)nc21	Ki	290.0	6.54
3159	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2Cl)CC1	Ki	459.0	6.34
3160	O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1	Ki	132.0	6.88
3161	COc1cccc(N2CCN(CCCCCCN3C(=O)c4ccccc4S3(=O)=O)CC2)c1	Ki	921.0	6.04
3162	O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)[C@H]1CCCNC1	Ki	3.2	8.49
3167	CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc12	Ki	9.3	8.03
3168	CN1CC=C(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccccc23)CC1	Ki	1.0	9.0
3169	Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN5CCC[C@H]5C4)c3c2)sc2ccc(Cl)cc12	Ki	1.995	8.7
3171	Cc1sc2c(Cl)cccc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1	Ki	1.995	8.7
3172	CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1	Ki	119.0	6.92
3175	CC1(c2cccc(OCc3ccccc3)c2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O	Ki	82.4	7.08
3178	Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(c3cccc(Cl)c3)CC2)n(C)c1=O	Ki	20290.0	4.69
3179	Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(c3ccccc3)CC2)n(C)c1=O	Ki	20080.0	4.7
3181	O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1cc(Cl)cc(Cl)c1	Ki	25.12	7.6
3183	O=S(=O)(c1ccc(Cl)s1)n1cc(C2=CCCNC2)c2ccccc21	Ki	22.7	7.64
3184	O=S(=O)(c1ccccc1)n1cc(C2=CCN(Cc3ccccc3)CC2)c2ccccc21	Ki	246.0	6.61
3185	COc1ccc(S(=O)(=O)Nc2cc(Br)cc(Br)c2Br)cc1N1CCNCC1	Ki	2.512	8.6
3187	CN(C)CCc1c2n(c3ccccc13)S(=O)(=O)c1ccccc1-2	Ki	143.0	6.84
3190	CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1	Ki	853.0	6.07
3194	O=c1c(-c2ccc(F)cc2)c2ccccn2c(=O)n1CCCCN1CCCC(c2c[nH]c3ccccc23)C1	Ki	697.0	6.16
3195	CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1	Ki	11.8	7.93
3196	CN1CCN(c2cn(S(=O)(=O)c3cccc(Cl)c3)c3ccccc23)CC1	Ki	10.8	7.97
3197	CSc1nn2c(C)cc(CO)nc2c1S(=O)(=O)c1ccccc1	Ki	2.138	8.67
3203	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	Ki	8271.0	5.08
3207	Nc1ccc(/C=C2\C=Cc3ccccc32)cc1	Ki	640.0	6.19
3208	Nc1ccc(S(=O)(=O)C2CCc3ccccc32)cc1	Ki	740.0	6.13
3209	CN(C)CCc1cn(CCc2ccccc2)c2ccccc12	Ki	12.0	7.92
3210	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccc(F)cc1F	Ki	8.0	8.1
3211	O=S(=O)(Nc1ccc2[nH]cc(C[C@@H]3CCCN3)c2c1)c1ccc(F)cc1F	Ki	131.0	6.88
3212	CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc12	Ki	0.4	9.4
3213	COc1ccc(S(=O)(=O)Nc2ccc3[nH]cc(C[C@@H]4CCCN4C)c3c2)cc1	Ki	34.0	7.47
3214	O=S(=O)(Nc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1F	Ki	4.0	8.4
3216	O=S(=O)(c1cccc(Cl)c1)c1c[nH]c2c(N3CCNCC3)cccc12	Ki	0.3162	9.5
3217	O=S(=O)(c1ccccc1)c1c[nH]c2c(N3CCNCC3)nccc12	Ki	25.12	7.6
3218	CNc1nn2c(N(C)C)cc(C)nc2c1S(=O)(=O)c1ccccc1	Ki	0.3467	9.46
3219	CNc1nn2c(C)c(NC(C)=O)c(C)nc2c1S(=O)(=O)c1ccccc1	Ki	4.677	8.33
3220	COc1cccc2c(S(=O)(=O)c3ccccc3)cn(CCN(C)C)c12	Ki	25.0	7.6
3222	CNCCc1cn(S(=O)(=O)c2ccccc2)c2ccccc12	Ki	5.0	8.3
3226	Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F	Ki	7900.0	5.1
3230	COc1ccc(Sc2ccc3c(c2)N2CCNCC2C3)cc1	Ki	78.0	7.11
3232	CCOC(=O)c1[nH]c2ccccc2c1CCN	Ki	19.95	7.7
